Cycle, PBS ID, CYLC_BATCH_SYS_JOB_SUBMIT_TIME, CYLC_JOB_INIT_TIME, CYLC_JOB_EXIT_TIME
20061001T0000Z,7023584.sdb,2020-05-03T07:07:28Z,2020-05-03T07:07:41Z,2020-05-03T15:45:53Z
20061101T0000Z,7024090.sdb,2020-05-03T15:48:40Z,2020-05-03T15:49:17Z,2020-05-04T00:24:03Z
20061201T0000Z,
20061201T0000Z,7024716.sdb,2020-05-04T06:16:48Z,2020-05-04T07:58:37Z,2020-05-04T15:33:47Z
20070101T0000Z,7025721.sdb,2020-05-04T15:38:12Z,2020-05-04T16:31:20Z,2020-05-05T00:11:55Z
20070201T0000Z,7026294.sdb,2020-05-05T00:14:17Z,2020-05-05T00:17:55Z,2020-05-05T07:56:44Z
20070301T0000Z,7026764.sdb,2020-05-05T08:00:26Z,2020-05-05T08:00:35Z,2020-05-05T16:18:02Z
20070401T0000Z,7027767.sdb,2020-05-05T16:21:39Z,2020-05-05T16:44:16Z,2020-05-06T00:34:18Z
20070501T0000Z,7028335.sdb,2020-05-06T00:37:42Z,2020-05-06T00:37:53Z,2020-05-06T08:26:48Z
20070601T0000Z,7028655.sdb,2020-05-06T08:28:46Z,2020-05-06T08:29:01Z,2020-05-06T16:27:08Z
20070701T0000Z,
20070701T0000Z,
20070601T0000Z,7038550.sdb,2020-05-22T17:06:14Z,2020-05-22T17:08:12Z,2020-05-23T00:31:36Z
20070701T0000Z,7038958.sdb,2020-05-23T00:32:21Z,2020-05-23T00:33:51Z,2020-05-23T08:03:05Z
20070801T0000Z,7039117.sdb,2020-05-23T08:10:00Z,2020-05-23T08:10:09Z,2020-05-23T13:32:05Z
20070801T0000Z,7043248.sdb,2020-05-26T20:03:31Z,2020-05-26T20:20:05Z,2020-05-27T03:53:34Z
20070901T0000Z,
20070801T0000Z,7047557.sdb,2020-05-29T08:09:28Z,2020-05-29T08:09:37Z,2020-05-29T15:37:54Z
20070901T0000Z,7049278.sdb,2020-05-30T10:31:04Z,2020-05-30T10:31:36Z,2020-05-30T18:15:34Z
20071001T0000Z,
20071001T0000Z,7057460.sdb,2020-06-02T14:17:26Z,2020-06-02T15:22:24Z,2020-06-03T00:22:59Z
20071101T0000Z,
20071101T0000Z,7061774.sdb,2020-06-04T12:08:41Z,2020-06-04T17:12:29Z,2020-06-05T00:37:14Z
20071201T0000Z,7063115.sdb,2020-06-05T06:20:22Z,2020-06-05T08:12:42Z,2020-06-05T15:53:24Z
20080101T0000Z,7064186.sdb,2020-06-05T15:56:22Z,2020-06-05T15:56:49Z,2020-06-05T23:57:38Z
20080201T0000Z,7064709.sdb,2020-06-06T00:02:09Z,2020-06-06T04:05:10Z,2020-06-06T11:59:52Z
20080301T0000Z,7065218.sdb,2020-06-06T12:03:08Z,2020-06-06T21:46:16Z,2020-06-07T05:09:32Z
20080401T0000Z,7066779.sdb,2020-06-07T17:56:24Z,2020-06-07T23:27:54Z,2020-06-08T07:05:07Z
20080501T0000Z,7067297.sdb,2020-06-08T07:08:18Z,2020-06-08T07:18:29Z,2020-06-08T15:15:16Z
20080601T0000Z,7068728.sdb,2020-06-08T15:19:06Z,2020-06-08T19:00:42Z,2020-06-09T02:56:30Z
20080701T0000Z,7069420.sdb,2020-06-09T03:00:11Z,2020-06-09T04:40:04Z,2020-06-09T12:52:30Z
20080801T0000Z,
20080801T0000Z,
20080801T0000Z,
20080801T0000Z,
20080801T0000Z,7075299.sdb,2020-06-11T17:19:59Z,2020-06-11T22:43:14Z,2020-06-12T06:35:57Z
20080901T0000Z,
20080901T0000Z,7076444.sdb,2020-06-12T18:54:33Z,2020-06-12T18:54:39Z,2020-06-13T02:31:00Z
20081001T0000Z,
20081001T0000Z,
20081001T0000Z,7077902.sdb,2020-06-13T21:01:07Z,2020-06-13T22:00:20Z,2020-06-14T05:25:48Z
20081101T0000Z,7079669.sdb,2020-06-15T10:11:03Z,2020-06-15T16:01:02Z,2020-06-15T18:18:03Z
20081101T0000Z,7092393.sdb,2020-06-19T12:45:32Z,2020-06-19T14:55:27Z,2020-06-19T23:07:19Z
20081201T0000Z,7093451.sdb,2020-06-19T23:11:45Z,2020-06-20T02:27:39Z,2020-06-20T10:36:01Z
20090101T0000Z,
20090101T0000Z,7095004.sdb,2020-06-21T08:33:52Z,2020-06-22T00:00:09Z,2020-06-22T07:55:09Z
20090201T0000Z,7095959.sdb,2020-06-22T08:02:46Z,2020-06-22T19:03:33Z,2020-06-23T02:28:33Z
20090301T0000Z,7099400.sdb,2020-06-26T14:01:33Z,2020-06-26T19:36:10Z,2020-06-27T03:24:14Z
20090401T0000Z,7100060.sdb,2020-06-27T03:28:12Z,2020-06-27T05:48:08Z,2020-06-27T13:23:05Z
20090501T0000Z,7100504.sdb,2020-06-27T13:27:52Z,2020-06-29T06:07:10Z,2020-06-29T13:46:19Z
20090601T0000Z,7102535.sdb,2020-06-29T13:50:57Z,2020-06-30T06:16:32Z,2020-06-30T13:44:38Z
20090701T0000Z,7104287.sdb,2020-06-30T13:46:57Z,2020-07-01T16:06:38Z,2020-07-02T00:32:05Z
20090801T0000Z,7106518.sdb,2020-07-02T00:36:51Z,2020-07-03T04:31:46Z,2020-07-03T13:06:46Z
20090901T0000Z,7109307.sdb,2020-07-03T13:10:14Z,2020-07-03T19:31:58Z,2020-07-04T03:28:28Z
20091001T0000Z,
20091001T0000Z,
20091001T0000Z,7114834.sdb,2020-07-07T10:54:31Z,2020-07-07T12:49:29Z,2020-07-07T19:07:45Z
20091001T0000Z,7116419.sdb,2020-07-08T07:55:14Z,2020-07-08T09:31:16Z,2020-07-08T18:05:50Z
20091101T0000Z,7118213.sdb,2020-07-08T19:26:06Z,2020-07-09T04:29:33Z,2020-07-09T12:26:29Z
20091201T0000Z,7119692.sdb,2020-07-09T12:28:19Z,2020-07-09T16:06:06Z,2020-07-09T23:53:53Z
