PBS ID,Cycle,Queued Time (s),Elapsed Time (s),Executable,APID,Nodes,Wallclock Used,Wallclock Requested,Memory Used,Memory Requested,CPU Time,Read IO,Write IO,Energy,Lustre device,read,written,open,close,create,getattr,setattr,perms,mkdir,rmdir,readdir,link,unlink,rename
7193202,20060813T0000Z,39039.0,11349.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7245747,20060816T0000Z,1753.0,11028.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7258208,20060819T0000Z,2759.0,11309.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7272521,20060822T0000Z,82.0,11200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7283701,20060825T0000Z,2464.0,11252.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7298966,20060828T0000Z,19146.0,12165.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7334173,20060901T0000Z,1606.0,11041.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7347566,20060904T0000Z,154.0,11328.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7359407,20060907T0000Z,96.0,10969.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8063040,20060910T0000Z,22304.0,11234.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8096286,20060913T0000Z,10520.0,11748.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8119056,20060916T0000Z,1217.0,13918.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8135780,20060919T0000Z,17418.0,11645.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8168017,20060922T0000Z,5779.0,11275.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8185542,20060925T0000Z,95.0,12021.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8215276,20061001T0000Z,47.0,11331.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8227031,20061004T0000Z,47.0,11232.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8238350,20061007T0000Z,39.0,11039.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8249216,20061010T0000Z,26.0,11512.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8260781,20061013T0000Z,32.0,11664.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8272102,20061016T0000Z,25.0,11491.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8283399,20061019T0000Z,27.0,11424.0,um-atmos.exe,21042813.0,300.0,11342.8,79%,11.4T,30%,116.7M,880.2G,711.2G,782.2M,/projects,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
8295080,20061022T0000Z,36.0,11000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8306539,20061025T0000Z,46.0,11294.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8319195,20061028T0000Z,25.0,11721.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8330962,20061101T0000Z,26.0,10953.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8344164,20061104T0000Z,383.0,11149.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8356383,20061107T0000Z,44.0,11260.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8368077,20061110T0000Z,40.0,11135.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8379636,20061113T0000Z,4059.0,11362.0,um-atmos.exe,21155538.0,300.0,11274.1,79%,12.0T,32%,116.0M,772.1G,710.6G,783.2M,/projects,0,0,18.8k,18.8k,3.0,76.9k,0.0,187.9k,0.0,0.0,0.0,0.0,0.0,0.0
8398419,20061116T0000Z,8707.0,10826.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8422524,20061119T0000Z,17978.0,11391.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8453109,20061122T0000Z,4255.0,11309.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8468756,20061125T0000Z,135.0,12096.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8481828,20061128T0000Z,38329.0,12593.0,,,,,,,,,,,,,,,,,,,,,,,,,,
