PBS ID,Cycle,Queued Time (s),Elapsed Time (s),Executable,APID,Nodes,Wallclock Used,Wallclock Requested,Memory Used,Memory Requested,CPU Time,Read IO,Write IO,Energy,Lustre device,read,written,open,close,create,getattr,setattr,perms,mkdir,rmdir,readdir,link,unlink,rename
3912914,20080711T0000Z,49933,9152,,,,,,,,,,,,,,,,,,,,,,,,,,
3999118,20080716T0000Z,55,9149,,,,,,,,,,,,,,,,,,,,,,,,,,
4013894,20080721T0000Z,63,9133,,,,,,,,,,,,,,,,,,,,,,,,,,
4026973,20080726T0000Z,64,9416,um-atmos.exe,73224492.0,202.0,9355.8,65%,12.1T,48%,63.4M,783.8G,1009.0G,474.8M,/projects,701.7G,1.1T,3.8k,3.8k,3.0,262.4k,0.0,188.4k,0.0,0.0,0.0,0.0,0.0,0.0
4040514,20080801T0000Z,72,9212,,,,,,,,,,,,,,,,,,,,,,,,,,
4055436,20080806T0000Z,62,9181,um-atmos.exe,73250753.0,202.0,9122.8,63%,12.1T,48%,61.9M,783.7G,822.3G,464.7M,/projects,701.7G,882.7G,3.8k,3.8k,3.0,214.6k,0.0,188.4k,0.0,0.0,0.0,0.0,0.0,0.0
4070158,20080811T0000Z,63,9068,,,,,,,,,,,,,,,,,,,,,,,,,,
4084138,20080816T0000Z,103,9146,,,,,,,,,,,,,,,,,,,,,,,,,,
4164110,20080821T0000Z,817,9236,,,,,,,,,,,,,,,,,,,,,,,,,,
4174866,20080826T0000Z,49,9474,,,,,,,,,,,,,,,,,,,,,,,,,,
4185390,20080901T0000Z,601,9089,um-atmos.exe,73377478.0,202.0,9034.1,63%,12.1T,48%,61.4M,787.2G,823.1G,461.4M,/projects,702.0G,883.6G,3.9k,3.9k,21.0,214.8k,0.0,188.8k,0.0,0.0,0.0,0.0,0.0,0.0
4195770,20080906T0000Z,6441,9160,,,,,,,,,,,,,,,,,,,,,,,,,,
4217226,20080911T0000Z,56,9164,,,,,,,,,,,,,,,,,,,,,,,,,,
4227082,20080916T0000Z,60,9099,,,,,,,,,,,,,,,,,,,,,,,,,,
4237784,20080921T0000Z,58,9244,,,,,,,,,,,,,,,,,,,,,,,,,,
4249932,20080926T0000Z,62,9371,,,,,,,,,,,,,,,,,,,,,,,,,,
4261359,20081001T0000Z,5366,9236,,,,,,,,,,,,,,,,,,,,,,,,,,
4279881,20081006T0000Z,59,9100,,,,,,,,,,,,,,,,,,,,,,,,,,
4289783,20081011T0000Z,48,9143,um-atmos.exe,73493778.0,202.0,9084.1,63%,12.1T,48%,61.7M,784.0G,824.4G,468.2M,/projects,701.7G,884.9G,3.9k,3.9k,19.0,215.1k,0.0,188.8k,0.0,0.0,0.0,0.0,0.0,0.0
4302256,20081016T0000Z,86,9224,,,,,,,,,,,,,,,,,,,,,,,,,,
4315243,20081021T0000Z,79,9068,,,,,,,,,,,,,,,,,,,,,,,,,,
4326992,20081026T0000Z,52,9326,um-atmos.exe,73534119.0,202.0,9256.6,64%,12.1T,48%,62.9M,783.9G,1010.8G,471.9M,/projects,701.7G,1.1T,3.8k,3.8k,3.0,262.8k,0.0,188.4k,0.0,0.0,0.0,0.0,0.0,0.0
4339663,20081101T0000Z,49,9118,,,,,,,,,,,,,,,,,,,,,,,,,,
4352747,20081106T0000Z,64,9131,um-atmos.exe,73561208.0,202.0,9072.5,63%,12.0T,48%,61.4M,784.0G,823.5G,463.4M,/projects,701.7G,884.0G,3.8k,3.8k,3.0,214.9k,0.0,188.4k,0.0,0.0,0.0,0.0,0.0,0.0
4365103,20081111T0000Z,58,9068,,,,,,,,,,,,,,,,,,,,,,,,,,
4377721,20081116T0000Z,83,9110,um-atmos.exe,73587129.0,202.0,9056.2,63%,12.1T,48%,61.5M,782.8G,823.3G,464.0M,/projects,701.7G,883.8G,3.8k,3.8k,3.0,214.8k,0.0,188.4k,0.0,0.0,0.0,0.0,0.0,0.0
4390084,20081121T0000Z,52,9155,,,,,,,,,,,,,,,,,,,,,,,,,,
4403633,20081126T0000Z,45,9400,um-atmos.exe,73614600.0,202.0,9335.7,65%,12.1T,48%,63.4M,780.8G,1011.2G,477.4M,/projects,701.7G,1.1T,3.8k,3.8k,3.0,262.9k,0.0,188.4k,0.0,0.0,0.0,0.0,0.0,0.0
4416044,20081201T0000Z,57,9101,um-atmos.exe,73627774.0,202.0,9042.8,63%,12.0T,48%,61.3M,784.7G,823.8G,464.3M,/projects,702.0G,884.4G,3.9k,3.9k,21.0,215.0k,0.0,188.8k,0.0,0.0,0.0,0.0,0.0,0.0
4427997,20081206T0000Z,50,9145,,,,,,,,,,,,,,,,,,,,,,,,,,
4439629,20081211T0000Z,44,9098,,,,,,,,,,,,,,,,,,,,,,,,,,
4451782,20081216T0000Z,60,9057,,,,,,,,,,,,,,,,,,,,,,,,,,
4463259,20081221T0000Z,62,9149,,,,,,,,,,,,,,,,,,,,,,,,,,
4475481,20081226T0000Z,62,9325,um-atmos.exe,73687550.0,202.0,9268.7,64%,12.0T,48%,62.8M,780.8G,1010.2G,467.3M,/projects,701.7G,1.1T,3.8k,3.8k,3.0,262.7k,0.0,188.4k,0.0,0.0,0.0,0.0,0.0,0.0
4488645,20090101T0000Z,59,9031,,,,,,,,,,,,,,,,,,,,,,,,,,
4499618,20090106T0000Z,57,9236,,,,,,,,,,,,,,,,,,,,,,,,,,
4513610,20090111T0000Z,75,9160,,,,,,,,,,,,,,,,,,,,,,,,,,
4526895,20090116T0000Z,91,9207,,,,,,,,,,,,,,,,,,,,,,,,,,
4540125,20090121T0000Z,60,9090,,,,,,,,,,,,,,,,,,,,,,,,,,
4552837,20090126T0000Z,52,9432,,,,,,,,,,,,,,,,,,,,,,,,,,
4566892,20090201T0000Z,62,9157,,,,,,,,,,,,,,,,,,,,,,,,,,
4578858,20090206T0000Z,63,9212,,,,,,,,,,,,,,,,,,,,,,,,,,
4589764,20090211T0000Z,62,9164,,,,,,,,,,,,,,,,,,,,,,,,,,
4602128,20090216T0000Z,44,9057,,,,,,,,,,,,,,,,,,,,,,,,,,
