Cycle,PBS ID,Queued Time (s),Elapsed Time (s),Executable,APID,Nodes,Wallclock Used,Wallclock Requested,Memory Used,Memory Requested,CPU Time,Read IO,Write IO,Energy,Lustre device,read,written,open,close,create,getattr,setattr,perms,mkdir,rmdir,readdir,link,unlink,rename
20050201T0000Z,1365152,2171,7774,env,20368082,165,7461.5,65%,6.3T,31%,40.9M,289.1G,294.6G,306.8M,/projects,160.0G,313.5G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20050216T0000Z,1375086,30366,7468
20050301T0000Z,1415781,10216,6967,env,20435678,165,6888.1,60%,6.3T,31%,37.8M,254.0G,294.6G,282.3M,/projects,160.4G,313.6G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20050316T0000Z,1433802,77,7301,env,20444636,165,7217.4,63%,6.3T,30%,39.6M,270.4G,318.6G,295.6M,/projects,160.0G,339.6G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20050401T0000Z,1441457,681,7262,env,20454773,165,7174.6,63%,6.2T,30%,39.2M,267.4G,294.2G,291.4M,/projects,160.0G,313.5G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20050416T0000Z,1450270,557,7069,env,20465051,165,6987.7,61%,6.3T,31%,38.4M,251.4G,318.7G,287.0M,/projects,159.8G,339.6G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20050501T0000Z,1459570,1727,7057,env,20476956,165,6977.4,61%,6.2T,30%,38.2M,259.4G,294.3G,285.9M,/projects,160.0G,313.6G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20050516T0000Z,1474456,89,6969
20050601T0000Z,1482144,2949,6766
20050616T0000Z,1493154,53,6775,env,20515593,165,6700.2,58%,6.3T,31%,36.8M,239.1G,318.1G,274.5M,/projects,159.2G,339.3G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20050701T0000Z,1501045,290,6826,env,20525686,165,6749.2,59%,6.3T,30%,36.9M,246.9G,294.4G,273.1M,/projects,159.2G,313.5G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20050716T0000Z,1508988,72,6752
20050801T0000Z,1515965,28,7058
20050816T0000Z,1524029,54,6843,env,20552979,165,6767.8,59%,6.3T,30%,36.9M,246.5G,318.7G,280.6M,/projects,159.7G,339.7G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20050901T0000Z,1531407,1262,6674,env,20563127,165,6599.2,58%,6.3T,30%,36.2M,248.5G,294.5G,269.6M,/projects,160.3G,313.7G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20050916T0000Z,1538533,70,6971,env,20569605,165,6882.6,60%,6.3T,30%,37.7M,250.6G,318.8G,281.7M,/projects,160.1G,339.9G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20051001T0000Z,1545970,24,8207
20051016T0000Z,1553331,27,7566
20051101T0000Z,1560958,26,7267,env,20597505,165,6975.4,61%,6.3T,31%,38.3M,263.2G,294.8G,284.2M,/projects,160.2G,313.8G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20051116T0000Z,1568753,210,8971
20051216T0000Z,1854099,18,6736,env,20942588,165,6652.3,58%,6.2T,30%,36.5M,247.4G,318.3G,271.3M,/projects,159.5G,339.3G,73.4k,73.4k,2.6k,20.5M,0,1.6M,1,0,0,0,1,0
20060101T0000Z,1860928,14,6887
20060116T0000Z,1867832,1114,7170,env,20960721,165,7056.4,62%,6.3T,31%,38.7M,261.1G,318.8G,289.2M,/projects,159.6G,339.5G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20060201T0000Z,1875717,691,7080,env,20969129,165,6981.1,61%,6.3T,31%,38.3M,270.6G,294.7G,286.5M,/projects,159.9G,313.6G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20060216T0000Z,1883490,113,7314,env,20978303,165,7227.1,63%,6.3T,31%,39.7M,272.5G,318.9G,297.3M,/projects,159.9G,339.6G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20060301T0000Z,1892083,33,7943,env,20988434,165,7867.6,69%,6.3T,31%,43.0M,324.9G,294.7G,320.6M,/projects,160.4G,313.7G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20060316T0000Z,2018793,1644,7195,env,21148992,165,7111.4,62%,6.3T,30%,39.1M,256.1G,318.7G,292.2M,/projects,160.0G,339.6G,73.4k,73.4k,2.6k,20.5M,0,1.6M,1,0,0,0,1,0
20060401T0000Z,2029970,125,7132
20060416T0000Z,2039342,2215,6930
20060501T0000Z,2048832,5531,6720,env,21187872,165,6645.3,58%,6.3T,30%,36.4M,243.7G,294.2G,271.3M,/projects,159.9G,313.5G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20060516T0000Z,2060632,123,7324
20060601T0000Z,2069211,20,7065,env,21206342,165,6990.5,61%,6.2T,30%,38.2M,259.3G,294.3G,287.1M,/projects,159.8G,313.5G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20060616T0000Z,2076321,853,7300
20060701T0000Z,2085366,277,7266
20060716T0000Z,2093188,48,7298
20060801T0000Z,2100852,17,6777,env,21245290,165,6696.4,58%,6.2T,30%,36.4M,242.5G,294.4G,275.2M,/projects,159.6G,313.6G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20060816T0000Z,2109095,3290,6975,env,21259813,165,6898.2,60%,6.3T,31%,37.9M,254.1G,319.0G,282.7M,/projects,159.7G,339.8G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20060901T0000Z,2118844,80,7132
20060916T0000Z,2126351,34,6895
20061001T0000Z,2134100,85,6885,env,21287487,165,6802.8,59%,6.3T,30%,37.2M,255.0G,294.7G,278.5M,/projects,160.1G,313.8G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20061016T0000Z,2141860,260,6954,env,21297735,165,6879.4,60%,6.3T,30%,37.6M,257.9G,319.0G,280.2M,/projects,160.0G,339.9G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20061101T0000Z,2338994,15,6701
20061116T0000Z,2345973,85,6878
20061201T0000Z,2353186,99,6813,env,21542963,165,6740.0,59%,6.3T,31%,37.0M,266.0G,294.4G,273.6M,/projects,160.1G,313.6G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20061216T0000Z,3070581,22,6757
20070101T0000Z,3081326,14,6870
20070116T0000Z,3088590,15,7138
20070201T0000Z,3095411,30,6830,env,22416663,165,6753.7,59%,6.3T,30%,37.0M,264.7G,294.5G,272.1M,/projects,159.9G,313.5G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20070216T0000Z,3240941,2578,7283
20070301T0000Z,3255115,213,7244,env,22603911,165,7164.7,63%,6.3T,30%,39.0M,272.8G,294.6G,290.7M,/projects,160.4G,313.6G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20070316T0000Z,3263192,13187,7001,env,22633540,165,6931.2,60%,6.3T,30%,38.0M,249.7G,318.7G,282.4M,/projects,159.9G,339.7G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20070401T0000Z,3286329,3528,7058
20070416T0000Z,3297562,113,7014
20070501T0000Z,3305760,72,7142
20070516T0000Z,3313396,25,7114
20070601T0000Z,3321772,361,6896,env,22689665,165,6822.3,60%,6.2T,30%,37.2M,263.5G,294.5G,276.3M,/projects,159.9G,313.7G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20070616T0000Z,3328443,43,7719
20070701T0000Z,3336118,32,7074,env,22708056,165,7000.4,61%,6.2T,30%,38.4M,257.4G,294.5G,286.6M,/projects,159.2G,313.7G,189.4k,189.4k,4.4k,21.0M,0,2.0M,1,0,0,0,1,0
20070716T0000Z,3344197,60,6971
20070801T0000Z,3351234,129,7104,env,22728528,165,6918.5,60%,6.3T,31%,38.0M,254.4G,294.7G,282.0M,/projects,159.6G,313.7G,189.4k,189.4k,4.4k,21.0M,0,2.0M,1,0,0,0,1,0
20070816T0000Z,3358536,904,7097
20070901T0000Z,3366828,55,7279,env,22748968,165,7204.0,63%,6.3T,31%,39.6M,262.0G,294.7G,291.2M,/projects,160.4G,313.8G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20070916T0000Z,3375378,429,7166,env,22761086,165,7081.9,62%,6.3T,31%,38.9M,255.1G,318.8G,287.4M,/projects,160.1G,339.8G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20071001T0000Z,3383158,28,7117
20071016T0000Z,3390626,31,7216,env,22780851,165,7136.1,62%,6.3T,31%,39.2M,254.3G,319.0G,289.9M,/projects,160.0G,339.9G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20071101T0000Z,3398202,586,7126,env,22791256,165,7051.4,62%,6.3T,30%,38.5M,261.0G,294.6G,285.0M,/projects,160.1G,313.7G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20071116T0000Z,3406487,46,7263,env,22800633,165,7172.5,63%,6.3T,31%,39.3M,260.4G,318.7G,290.8M,/projects,159.7G,339.7G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20071201T0000Z,3414382,85,7043,env,22810998,165,6955.2,61%,6.3T,30%,38.2M,254.6G,294.4G,281.8M,/projects,160.2G,313.6G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20071216T0000Z,3421963,27,7248
20080101T0000Z,3429279,22,6997,env,22830319,165,6920.4,60%,6.2T,30%,37.8M,274.3G,294.5G,281.1M,/projects,159.5G,313.5G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20080116T0000Z,3437835,79,7101,env,22840714,165,7023.6,61%,6.3T,31%,38.6M,264.3G,318.9G,285.4M,/projects,159.6G,339.6G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20080201T0000Z,3446079,862,7031,env,22852523,165,6951.4,61%,6.3T,30%,38.1M,253.9G,294.4G,284.5M,/projects,159.9G,313.5G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20080216T0000Z,3455328,108,7522,env,22862224,165,7445.9,65%,6.3T,31%,41.0M,269.0G,318.9G,302.8M,/projects,159.9G,339.7G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20080301T0000Z,3466541,3070,7081
20080316T0000Z,3481523,574,7017
20080401T0000Z,3492148,89,6884
20080416T0000Z,3500619,79,7051,env,22911965,165,6973.7,61%,6.3T,30%,38.2M,252.4G,318.6G,286.4M,/projects,159.7G,339.6G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20080501T0000Z,3509773,609,6728
20080516T0000Z,3518448,238,7267
20080601T0000Z,3525604,108641,6481
20080616T0000Z,4066607,47398,7309,env,23608815,165,7036.1,61%,6.3T,31%,38.5M,246.0G,318.5G,285.3M,/projects,159.1G,339.5G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20080701T0000Z,4133797,5052,6882,env,23627230,165,6797.9,59%,6.3T,30%,37.2M,246.1G,294.4G,276.6M,/projects,159.2G,313.5G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20080716T0000Z,4147667,17261,8823,env,23661844,165,8687.4,76%,6.2T,30%,47.8M,245.5G,318.7G,350.3M,/projects,159.2G,339.6G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20080801T0000Z,4174607,46627,6959
20080816T0000Z,4232397,7081,6910,env,23755089,165,6828.5,60%,6.3T,30%,37.4M,247.7G,318.8G,277.8M,/projects,159.7G,339.7G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20080901T0000Z,4247069,5549,7155
20080916T0000Z,4262252,30763,7339,env,23838228,165,7254.1,63%,6.3T,31%,39.8M,252.2G,318.9G,293.0M,/projects,160.1G,339.8G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20081001T0000Z,4313042,6818,7089,env,23863361,165,6991.2,61%,6.3T,30%,38.3M,252.9G,294.6G,282.9M,/projects,160.1G,313.7G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20081016T0000Z,4330888,2812,7024
20081101T0000Z,4342980,3999,6922,env,23899066,165,6835.6,60%,6.3T,30%,37.5M,253.5G,294.6G,275.9M,/projects,160.1G,313.7G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20081116T0000Z,4355695,50386,7213
20081201T0000Z,4428766,19068,7234
20081216T0000Z,4456976,31885,7128,env,24090417,165,7051.2,62%,6.3T,31%,38.6M,256.1G,318.9G,284.9M,/projects,159.4G,339.6G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20090101T0000Z,4494552,2466,7058,env,24102290,165,6980.3,61%,6.3T,30%,38.3M,263.0G,294.6G,282.2M,/projects,159.5G,313.4G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20090116T0000Z,4502710,10420,7357,env,24123452,165,7263.1,63%,6.3T,31%,39.9M,265.4G,318.7G,296.2M,/projects,159.6G,339.5G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20090201T0000Z,4517915,422,7142
20090216T0000Z,4523820,69,7509,env,24140750,165,7429.7,65%,6.4T,31%,40.9M,287.8G,319.1G,303.4M,/projects,159.9G,339.6G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20090301T0000Z,4530267,73,7196
20090316T0000Z,4536629,1032,6948,env,24159776,165,6873.8,60%,6.3T,31%,37.7M,258.7G,318.7G,277.0M,/projects,159.9G,339.7G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20090401T0000Z,4543160,812,7008
20090416T0000Z,4549810,3562,7024
20090501T0000Z,4558256,450,6230,env,24190167,165,6135.8,54%,6.2T,30%,33.5M,253.8G,294.5G,249.2M,/projects,159.8G,313.6G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20090516T0000Z,4564138,1091,7037
20090601T0000Z,4571185,372,6553,env,24208447,165,6472.5,56%,6.3T,30%,35.5M,244.5G,294.2G,263.2M,/projects,159.9G,313.5G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20090616T0000Z,4577270,610,6793,env,24216917,165,6717.8,59%,6.3T,31%,36.9M,248.9G,318.8G,270.5M,/projects,159.2G,339.7G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20090701T0000Z,4583949,236,6786,env,24225129,165,6705.2,59%,6.3T,30%,36.7M,247.4G,294.4G,272.2M,/projects,159.2G,313.6G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20090716T0000Z,4589695,461,6859,env,24233927,165,6770.8,59%,6.3T,31%,37.2M,245.7G,318.8G,274.0M,/projects,159.2G,339.7G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20090801T0000Z,4595987,321,6636,env,24242731,165,6560.4,57%,6.3T,30%,36.0M,246.4G,294.5G,266.4M,/projects,159.5G,313.6G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20090816T0000Z,4602767,113,6745
20090901T0000Z,4609187,1259,6877
20090916T0000Z,4618689,28123,7080,env,24321271,165,6990.8,61%,6.3T,31%,38.4M,254.3G,318.8G,281.9M,/projects,160.1G,339.7G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20091001T0000Z,4662792,11951,7058
20091016T0000Z,4685584,6177,7200
20091101T0000Z,4701610,1652,7123,env,24391527,165,7021.4,61%,6.3T,30%,38.5M,257.7G,294.6G,287.0M,/projects,160.0G,313.8G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20091116T0000Z,4711825,8323,7354,env,24418504,165,7247.0,63%,6.3T,31%,39.8M,253.3G,318.7G,292.7M,/projects,159.7G,339.7G,73.4k,73.4k,4.4k,20.5M,0,1.6M,1,0,0,0,1,0
20091201T0000Z,4740154,15353,7181
20091216T0000Z,4768835,3281,7838
20100101T0000Z,4781988,7025,7522,env,24517330,165,7432.0,65%,6.3T,31%,40.8M,270.5G,294.9G,298.5M,/projects,159.5G,313.7G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20100116T0000Z,4798459,2341,7430
20100201T0000Z,4809819,2561,7616,env,24551594,165,7362.2,64%,6.3T,31%,40.4M,264.1G,294.7G,298.1M,/projects,159.8G,313.6G,189.4k,189.4k,4.4k,20.9M,0,2.0M,1,0,0,0,1,0
20100301T0000Z,7163951,39762,6699
